AGEIST	11
AGELESS	5
AGENCY	6
AGENDA	5
AGENT	5
AGERATUM	8
AGGLOMERATE	11
AGGLUTINATE	10
AGGRANDIZE	10
AGGRANDIZEMENT	10
AGGRAVATE	3
AGGRAVATED	4
AGGRAVATION	4
AGGREGATE	9
AGGREGATION	10
AGGRESS	7
AGGRESSION	4
AGGRESSIVE	3
AGGRESSIVENESS	6
AGGRESSOR	6
AGGRIEVED	7
AGHAST	7
AGILE	7
AGILITY	5
AGING	2
AGITATE	5
AGITATED	5
AGITATION	7
AGITATOR	7
AGITPROP	12
AGLEAM	10
AGLITTER	9
AGLOW	5
AGNATE	12
AGNOSTIC	9
AGO	2
AGOG	10
AGONIST	10
AGONIZE	7
AGONIZING	6
AGONY	4
AGORA	9
AGORAPHOBIA	9
AGORAPHOBIC	10
AGRARIAN	10
AGREE	3
AGREEABLE	3
AGREEMENT	3
AGRIBUSINESS	12
AGRICULTURAL	5
AGRICULTURALIST	8
AGRICULTURE	5
AGUE	10
AHEAD	0
AHOY	3
AID	2
AIDE	3
AIDER	8
AIDS	4
AIGRETTE	10
AIKIDO	9
AIL	5
AILERON	10
AILING	6
AILMENT	5
AIM	2
AIMER	5
AIMLESS	5
AIR	0
AIRBAG	7
AIRBASE	5
AIRBOAT	6
AIRBORNE	5
AIRBRUSH	7
AIRCRAFT	3
AIRCRAFTSMAN	7
AIRCREW	5
AIRDROME	10
AIRDROP	4
AIRFARE	5
AIRFIELD	4
AIRFLOW	7
AIRFOIL	10
AIRFORCE	2
AIRHEAD	5
AIRINESS	6
AIRLESS	5
AIRLIFT	7
AIRLINE	4
AIRLINER	5
AIRLOCK	7
AIRMAIL	7
AIRMAN	6
AIRMATTRESS	4
AIRMOBILE	8
AIRPLANE	0
AIRPLAY	8
AIRPORT	2
AIRSHIP	6
AIRSICK	6
AIRSICKNESS	5
AIRSPACE	7
AIRSPEED	6
AIRSTREAM	7
AIRSTRIKE	8
AIRSTRIP	3
AIRTIGHT	5
AIRTIME	7
AIRWAVE	6
AIRWAY	6
AIRWORTHY	8
AIRY	5
AISLE	1
AJAR	5
AKA	6
AKIMBO	9
AKIN	8
ALABASTER	9
ALACRITY	10
ALARM	1
ALARMCLOCK	1
ALARMING	5
ALARMIST	8
ALARUM	7
ALAS	5
ALBACORE	9
ALBATROSS	7
ALBINISM	9
ALBINO	5
ALBUM	2
ALBUMEN	10
ALBUMIN	9
ALCALDE	6
ALCHEMICAL	11
ALCHEMIST	7
ALCHEMY	8
ALCOHOL	4
ALCOHOLIC	5
ALCOHOLISM	7
ALCOVE	7
ALDER	9
ALDERMAN	9
ALE	5
ALEHOUSE	9
ALEPH	9
ALERT	4
ALERTNESS	4
ALEXANDRINE	9
ALFALFA	4
ALFRESCO	10
ALGA	8
ALGEBRA	6
ALGEBRAIC	6
ALGINATE	10
ALGORITHM	10
ALGORITHMIC	10
ALIAS	4
ALIBI	8
ALIEN	3
ALIENATE	8
ALIENATION	8
ALIENIST	9
ALIENS	4
ALIGHT	6
ALIGN	5
ALIGNMENT	7
ALIKE	1
ALIMENTARY	8
ALIMONY	9
ALIT	8
ALIVE	0
ALKALI	9
ALKALINE	9
ALKALOID	9
ALKY	9
ALKYD	12
ALL	0
ALLAY	11
ALLEGATION	7
ALLEGE	8
ALLEGED	7
ALLEGIANCE	3
ALLEGIANT	10
ALLEGORICAL	7
ALLEGORY	9
ALLEGRO	8
ALLELE	10
ALLERGEN	7
ALLERGIC	3
ALLERGIST	7
ALLERGY	3
ALLEVIATE	6
ALLEY	2
ALLEYWAY	3
ALLIANCE	6
ALLIED	6
ALLIGATOR	0
ALLITERATION	9
ALLITERATIVE	10
ALLOCATE	9
ALLOCATION	7
ALLOCUTION	10
ALLOGRAFT	10
ALLOT	9
ALLOTMENT	8
ALLOW	0
ALLOWABLE	5
ALLOWANCE	2
ALLOY	10
ALLUDE	8
ALLURE	7
ALLURING	8
ALLUSION	8
ALLUVIAL	12
ALLY	5
ALMANAC	6
ALMANDINE	12
ALMIGHTINESS	4
ALMIGHTY	3
ALMOND	3
ALMONER	8
ALMOST	0
ALMS	5
ALMSHOUSE	12
ALOE	4
ALOFT	5
ALOHA	5
ALONE	0
ALONENESS	4
ALONG	0
ALONGSHORE	7
ALOOF	8
ALOPECIA	12
ALOUD	1
ALP	7
ALPACA	6
ALPHA	7
ALPHABET	0
ALPHABETICAL	1
ALPHABETIZE	2
ALPHANUMERIC	8
ALPHORN	10
ALPINE	6
ALRIGHT	1
ALSO	2
ALTAR	2
ALTARPIECE	6
ALTER	4
ALTERATION	5
ALTERCATION	7
ALTERNATE	4
ALTERNATING	7
ALTERNATION	7
ALTERNATIVE	5
ALTERNATOR	6
ALTHOUGH	3
ALTIMETER	9
ALTITUDE	5
ALTO	5
ALTOGETHER	3
ALTRUISM	11
ALTRUIST	11
ALTRUISTIC	9
ALUM	8
ALUMINA	7
ALUMINUM	2
ALUMNA	9
ALUMNUS	9
ALVEOLAR	10
ALVEOLUS	10
ALWAYS	1
AMAH	9
AMALGAM	10
AMALGAMATED	10
AMALGAMATION	12
AMANDINE	10
AMANITA	11
AMANUENSIS	7
AMARANTH	11
AMARETTO	10
AMARYLLIS	10
AMASS	7
AMASSMENT	10
AMATEUR	6
AMATEURISH	8
AMATEURISM	8
AMAZE	3
AMAZED	2
AMAZEMENT	4
AMAZING	0
AMBASSADOR	6
AMBASSADORIAL	8
AMBASSADORSHIP	8
AMBER	4
AMBERGRIS	12
AMBIANCE	10
AMBIDEXTROUS	7
AMBIENCE	8
AMBIENT	8
AMBIGUITY	9
AMBIGUOUS	9
AMBITION	6
AMBITIOUS	6
AMBIVALENCE	8
AMBIVALENT	7
AMBLE	7
AMBROSIA	9
AMBROSIAL	12
AMBULANCE	1
AMBULATION	10
AMBULATORY	8
AMBUSH	4
AMELIORATE	9
AMELIORATION	11
AMEN	1
AMENABLE	9
AMEND	6
AMENDMENT	5
AMENDS	5
AMERICANIZE	7
AMETHYST	7
AMIABILITY	8
AMIABLE	8
AMICABLE	8
AMICE	7
AMICUS	10
AMID	6
AMIDST	5
AMINO	9
AMISS	6
AMITY	8
AMMETER	12
AMMO	3
AMMONIA	6
AMMONIUM	7
AMMUNITION	5
AMNESIA	6
AMNESIAC	8
AMNESIC	9
AMNESTY	8
AMNIOCENTESIS	9
AMNIOTIC	9
AMOEBA	8
AMOEBIC	9
AMONG	3
AMONGST	4
AMONTILLADO	9
AMORAL	7
AMORALITY	10
AMOROUS	9
AMORPHOUS	10
AMORTIZATION	12
AMORTIZE	11
AMOUNT	2
AMOUR	8
AMP	7
AMPERAGE	7
AMPERSAND	8
AMPHETAMINE	11
AMPHIBIAN	3
AMPHIBIOUS	6
AMPHITHEATER	7
AMPHORA	10
AMPLE	7
AMPLIFICATION	6
AMPLIFIER	6
AMPLIFY	7
AMPLITUDE	7
AMPUTATE	5
AMPUTATION	7
AMPUTEE	6
AMUCK	6
AMULET	7
AMUSE	4
AMUSED	3
AMUSEMENT	4
AMUSING	3
AMYL	11
AMYLASE	12
ANABOLIC	11
ANACHRONISM	9
ANACHRONISTIC	11
ANACONDA	5
ANAEROBIC	8
ANAESTHETIZE	9
ANAGOGIC	10
ANAGRAM	6
ANAL	8
ANALEPTIC	11
ANALGESIA	10
ANALGESIC	10
ANALOG	9
ANALOGOUS	9
ANALOGUE	7
ANALOGY	6
ANALYSIS	6
ANALYST	7
ANALYTIC	8
ANALYTICAL	7
ANALYZABLE	6
ANALYZE	6
ANALYZER	6
ANAPESTIC	11
ANAPHYLACTIC	11
ANAPHYLAXIS	12
ANARCHIC	9
ANARCHISM	7
ANARCHIST	8
ANARCHISTIC	11
ANARCHY	9
ANATHEMA	8
ANATOMIC	8
ANATOMICAL	7
ANATOMIST	9
ANATOMIZE	9
ANATOMY	7
ANCESTOR	4
ANCESTORS	4
ANCESTRAL	6
ANCESTRY	5
ANCHOR	1
ANCHORAGE	7
ANCHORITE	10
ANCHORMAN	3
ANCHORWOMAN	6
ANCHOVY	4
ANCIENT	3
ANCILLARY	9
AND	0
ANDIRON	8
ANDROGYNOUS	11
ANDROGYNY	12
ANDROID	9
ANECDOTAL	7
ANECDOTE	9
ANEMIA	7
ANEMIC	8
ANEMONE	8
ANENT	12
ANEROID	7
ANESTHESIA	8
ANESTHESIOLOGIST	8
ANESTHETIC	8
ANESTHETIST	8
ANESTHETIZE	8
ANEURISM	10
ANEURYSM	10
ANEW	6
ANGEL	0
ANGELFISH	2
ANGELIC	3
ANGELICAL	6
ANGER	1
ANGINA	11
ANGIOGRAM	10
ANGIOGRAPHY	11
ANGIOPLASTY	12
ANGLE	3
ANGLER	7
ANGLEWORM	5
ANGLOPHILE	12
ANGORA	10
ANGRY	0
ANGST	8
ANGUISH	7
ANGUISHED	7
ANGULAR	6
ANHYDRIDE	12
ANILINE	12
ANIMAL	0
ANIMALISTIC	8
ANIMATE	4
ANIMATED	2
ANIMATION	4
ANIMATOR	5
ANIME	9
ANIMOSITY	8
ANIMUS	10
ANION	8
ANISE	9
ANISETTE	12
ANKH	10
ANKLE	0
ANKLEBONE	2
ANKLET	4
ANNALS	9
ANNATTO	10
ANNEX	8
ANNEXATION	9
ANNIHILATE	6
ANNIHILATION	7
ANNIVERSARY	2
ANNOTATE	10
ANNOTATOR	10
ANNOUNCE	4
ANNOUNCEMENT	3
ANNOUNCER	2
ANNOY	2
ANNOYANCE	4
ANNOYED	3
ANNOYER	4
ANNOYING	2
ANNUAL	4
ANNUITY	11
ANNUL	8
ANNULAR	9
ANNULMENT	7
ANNUNCIATION	7
ANODE	10
ANODIC	9
ANODIZED	9
ANODYNE	10
ANOINT	4
ANOINTED	8
ANOMALOUS	10
ANOMALY	7
ANONYMITY	8
ANONYMOUS	5
ANORECTIC	10
ANOREXIA	8
ANOREXIC	7
ANOSMATIC	10
ANOTHER	0
ANOXIA	10
ANSWER	0
ANSWERABLE	4
ANT	0
ANTACID	8
ANTAGONISM	7
ANTAGONIST	6
ANTAGONISTIC	9
ANTAGONIZE	7
ANTE	7
ANTEATER	4
ANTEBELLUM	12
ANTECEDENT	10
ANTECHAMBER	11
ANTEDILUVIAN	10
ANTELOPE	3
ANTENATAL	12
ANTENNA	2
ANTERIOR	9
ANTEROOM	11
ANTHEM	4
ANTHER	7
ANTHILL	2
ANTHOLOGY	9
ANTHRACITE	9
ANTHRAX	9
ANTHROPOID	9
ANTHROPOLOGICAL	10
ANTHROPOLOGIST	8
ANTHROPOLOGY	10
ANTI	4
ANTIAIRCRAFT	7
ANTIBACTERIAL	7
ANTIBIOTIC	5
ANTIBIOTICS	5
ANTIBODY	7
ANTIC	7
ANTICHRIST	8
ANTICIPATE	6
ANTICIPATION	5
ANTICIPATORY	9
ANTICLIMACTIC	9
ANTICLIMAX	10
ANTICLINE	6
ANTICOAGULANT	10
ANTICOAGULATION	11
ANTICOMMUNISM	9
ANTICOMMUNIST	8
ANTICORROSIVE	9
ANTICS	5
ANTIDEMOCRATIC	9
ANTIDEPRESSANT	9
ANTIDOTAL	10
ANTIDOTE	5
ANTIESTABLISHMENT	10
ANTIFASCIST	11
ANTIFEMINIST	8
ANTIFREEZE	5
ANTIFUNGAL	7
ANTIGEN	9
ANTIGOVERNMENT	7
ANTIGRAVITY	6
ANTIGUN	9
ANTIHISTAMINE	8
ANTIHUMAN	6
ANTIMATTER	10
ANTIMILITARY	8
ANTIMISSILE	10
ANTIMONY	7
ANTINUCLEAR	8
ANTIOXIDANT	10
ANTIPASTO	11
ANTIPATHY	8
ANTIPERSONNEL	8
ANTIPERSPIRANT	6
ANTIPHONAL	11
ANTIPSYCHOTIC	9
ANTIQUARIAN	9
ANTIQUATED	9
ANTIQUE	3
ANTIQUES	6
ANTIQUITY	8
ANTISEPTIC	5
ANTISEPTICS	6
ANTISERUM	9
ANTISLAVERY	6
ANTISOCIAL	6
ANTISPASMODIC	11
ANTITANK	9
ANTITHESIS	8
ANTITHETICAL	10
ANTITOXIN	9
ANTITRUST	10
ANTIVENIN	9
ANTIVIRAL	10
ANTIVIRUS	8
ANTIVIVISECTION	11
ANTIVIVISECTIONIST	10
ANTIWAR	7
ANTLER	1
ANTSY	4
ANUS	6
ANVIL	6
ANXIETY	3
ANXIOUS	5
ANY	1
ANYBODY	0
ANYHOW	3
ANYONE	0
ANYTHING	1
ANYTIME	1
ANYWAY	1
AORTA	8
AORTAL	9
AORTIC	8
APACHE	6
APART	2
APARTHEID	10
APARTMENT	3
APARTMENTS	2
APARTNESS	5
APATHETIC	10
APATHY	9
APATITE	7
APE	1
APELIKE	5
APERITIF	10
APERTURE	10
APEX	8
APHASIA	12
APHASIC	10
APHID	6
APHIS	12
APHORISM	11
APHRODISIAC	8
APIARY	10
APISH	8
APLENTY	8
APLOMB	10
APNEA	11
APOCALYPSE	8
APOGEE	12
APOLITICAL	12
APOLLONIAN	10
APOLOGETIC	5
APOLOGIA	9
APOLOGIST	7
APOLOGIZE	1
APOLOGY	1
APOPLECTIC	10
APOPLEXY	11
APOSTATE	8
APOSTLE	5
APOSTOLATE	12
APOSTROPHE	3
APOTHECARY	9
APOTHEGM	11
APOTHEOSIS	11
APP	12
APPALLED	7
APPALLING	7
APPALOOSA	7
APPARATCHIK	11
APPARATUS	6
APPAREL	6
APPARENT	5
APPARITION	7
APPEAL	5
APPEAR	2
APPEARANCE	4
APPEASE	7
APPEASEMENT	8
APPEASER	8
APPELLANT	9
APPELLATE	9
APPELLATION	11
APPEND	8
APPENDAGE	7
APPENDECTOMY	7
APPENDICITIS	7
APPENDIX	6
APPERCEPTION	9
APPETITE	4
APPETIZER	4
APPETIZING	6
APPLAUD	2
APPLAUSE	1
APPLE	0
APPLECART	4
APPLEJACK	2
APPLESAUCE	0
APPLIANCE	4
APPLICABILITY	10
APPLICABLE	8
APPLICANT	7
APPLICATION	4
APPLICATOR	6
APPLY	4
APPOINT	5
APPOINTEE	9
APPOINTMENT	3
APPRAISAL	8
APPRAISE	10
APPRAISER	8
APPRECIABLE	5
APPRECIATE	4
APPRECIATION	4
APPRECIATIVE	5
APPRECIATOR	7
APPREHEND	6
APPREHENSIBILITY	9
APPREHENSION	6
APPREHENSIVE	6
APPRENTICE	6
APPRENTICESHIP	9
APPRISE	9
APPROACH	4
APPROACHABLE	5
APPROBATION	10
APPROPRIATE	4
APPROPRIATENESS	5
APPROPRIATION	8
APPROVAL	3
APPROVE	3
APPROXIMATE	6
APPROXIMATION	8
APRICOT	1
APRIORITY	9
APRON	2
APSE	8
APT	8
APTITUDE	7
AQUALUNG	10
AQUAMARINE	5
AQUAPLANE	9
AQUARIUM	2
AQUATIC	4
AQUATICS	4
AQUAVIT	10
AQUEDUCT	7
AQUEOUS	7
AQUIFER	8
ARABESQUE	8
ARABLE	8
ARACHNID	7
ARACHNOPHOBIA	7
ARAGONITE	10
ARBITER	11
ARBITRAGE	12
ARBITRARY	9
ARBITRATE	10
ARBITRATION	9
ARBITRATOR	9
ARBOR	6
ARBOREAL	9
ARBORETUM	9
ARBORIST	9
ARC	4
ARCADE	3
ARCANE	10
ARCH	3
ARCHAEOLOGICAL	4
ARCHAEOLOGIST	5
ARCHAEOLOGY	5
ARCHAEOPTERYX	9
ARCHAIC	10
ARCHAISM	10
ARCHANGEL	7
ARCHBISHOP	5
ARCHDEACON	10
ARCHDIOCESE	7
ARCHDUCHESS	8
ARCHDUKE	7
ARCHED	5
ARCHENEMY	6
ARCHER	4
ARCHERY	4
ARCHETYPAL	11
ARCHETYPE	9
ARCHIEPISCOPAL	11
ARCHIMANDRITE	12
ARCHIPELAGO	8
ARCHITECT	5
ARCHITECTONIC	9
ARCHITECTURAL	7
ARCHITECTURE	5
ARCHITRAVE	12
ARCHIVAL	6
ARCHIVE	8
ARCHIVES	6
ARCHIVIST	9
ARCHON	12
ARCHWAY	5
ARCSINE	9
ARCTIC	3
ARDENCY	12
ARDENT	8
ARDOR	9
ARDUOUS	9
AREA	2
AREAL	9
ARENA	5
AREOLA	8
ARGENT	9
ARGENTINE	8
ARGILLACEOUS	10
ARGON	10
ARGOSY	8
ARGOT	11
ARGUE	0
ARGUMENT	3
ARGUMENTATIVE	7
ARIA	9
ARID	6
ARIDITY	8
ARIOSO	10
ARISE	2
ARISTOCRACY	6
ARISTOCRAT	7
ARISTOCRATIC	7
ARITHMETIC	2
ARITHMETICAL	6
ARK	2
ARM	0
ARMADA	9
ARMADILLO	4
ARMAGEDDON	7
ARMAMENT	9
ARMATURE	9
ARMBAND	5
ARMCHAIR	2
ARMED	4
ARMFUL	5
ARMISTICE	9
ARMLESS	4
ARMLOAD	4
ARMOIRE	7
ARMOR	2
ARMORED	5
ARMORIAL	10
ARMORY	6
ARMPIT	1
ARMREST	2
ARMS	0
ARMY	2
AROMA	4
AROMATHERAPY	10
AROMATIC	6
AROUND	1
AROUSAL	8
AROUSE	8
ARPEGGIO	9
ARRAIGN	7
ARRAIGNMENT	11
ARRANGE	3
ARRANGEMENT	5
ARRANGER	7
ARRANT	7
ARRAY	6
ARREARS	12
ARREST	2
ARRESTEE	7
ARRESTMENT	6
ARRHYTHMIA	11
ARRHYTHMIC	9
ARRIVAL	3
ARRIVE	1
ARROGANCE	7
ARROGANT	5
ARROW	1
ARROWROOT	7
ARSENAL	7
ARSENIC	7
ARSENICAL	10
ARSINE	9
